# Frequency (Hz), ASD (strain/sqrt(Hz))
7.055000000000000000e+02,6.064799001164486809e-25
7.057500000000000000e+02,2.313005816726730124e-24
7.060000000000000000e+02,3.325044131797279840e-24
7.062500000000000000e+02,2.807643348217114192e-24
7.065000000000000000e+02,2.115939167517685839e-24
7.067500000000000000e+02,1.483405547944520211e-24
7.070000000000000000e+02,8.044033565629029945e-25
7.072500000000000000e+02,1.536064661521007698e-24
7.075000000000000000e+02,1.183207803415743041e-24
7.077500000000000000e+02,1.534041880067720408e-24
7.080000000000000000e+02,2.655400028135542522e-24
7.082500000000000000e+02,2.405984996547543325e-24
7.085000000000000000e+02,1.116467885768593298e-24
7.087500000000000000e+02,1.941564235786857351e-24
7.090000000000000000e+02,2.488685020007938397e-24
7.092500000000000000e+02,2.913732269209526144e-24
7.095000000000000000e+02,1.031138139202762608e-24
7.097500000000000000e+02,1.402162742657565154e-24
7.100000000000000000e+02,1.693251663151501039e-24
7.102500000000000000e+02,1.328152946328127877e-24
7.105000000000000000e+02,1.832592280462030043e-24
7.107500000000000000e+02,2.558868616409114315e-24
7.110000000000000000e+02,1.241488385939570972e-24
7.112500000000000000e+02,2.078316224735413264e-24
7.115000000000000000e+02,2.124008516915336527e-24
7.117500000000000000e+02,1.222839985402949694e-24
7.120000000000000000e+02,1.660419609318743588e-24
7.122500000000000000e+02,1.594152261795177194e-24
7.125000000000000000e+02,1.810068292215429518e-24
7.127500000000000000e+02,4.996025678287779981e-25
7.130000000000000000e+02,1.260700010033875563e-25
7.132500000000000000e+02,6.090950413690191920e-25
7.135000000000000000e+02,6.014792280271684544e-25
7.137500000000000000e+02,1.956594460147378837e-24
7.140000000000000000e+02,4.028171327239798274e-25
7.142500000000000000e+02,1.308391040983396463e-24
7.145000000000000000e+02,1.927807738687433052e-24
7.147500000000000000e+02,1.010105834620293870e-24
7.150000000000000000e+02,5.453567301486935695e-25
7.152500000000000000e+02,1.887415127392627106e-24
7.155000000000000000e+02,2.227354506344594311e-24
7.157500000000000000e+02,3.563973227510156880e-24
7.160000000000000000e+02,2.284837650768131119e-24
7.162500000000000000e+02,2.479642582426089177e-24
7.165000000000000000e+02,2.353995962159878572e-24
7.167500000000000000e+02,1.420703823503437190e-24
7.170000000000000000e+02,1.400879693235790010e-24
7.172500000000000000e+02,2.046907660053232467e-24
7.175000000000000000e+02,3.960339895564766532e-24
7.177500000000000000e+02,3.848544919938561274e-24
7.180000000000000000e+02,1.535445285843052995e-24
7.182500000000000000e+02,2.335165790939491424e-24
7.185000000000000000e+02,1.524402040202786404e-24
7.187500000000000000e+02,8.907314379271600521e-25
7.190000000000000000e+02,2.304681808979582125e-24
7.192500000000000000e+02,1.326447925638894326e-24
7.195000000000000000e+02,1.769534408903122754e-24
7.197500000000000000e+02,2.058393618870449397e-24
7.200000000000000000e+02,2.544161193992170753e-24
7.202500000000000000e+02,1.329103540771169038e-24
7.205000000000000000e+02,1.336855118694707467e-24
7.207500000000000000e+02,1.275361011998408593e-24
7.210000000000000000e+02,1.736086570312760055e-24
7.212500000000000000e+02,4.713082308762030356e-25
7.215000000000000000e+02,2.447743587250391141e-24
7.217500000000000000e+02,1.841957139739840932e-24
7.220000000000000000e+02,1.925435460152870663e-24
7.222500000000000000e+02,8.838411222851944006e-25
7.225000000000000000e+02,1.489802927993082863e-24
7.227500000000000000e+02,2.427283759654238222e-24
7.230000000000000000e+02,2.556161357646163442e-24
7.232500000000000000e+02,1.417495877535998000e-24
7.235000000000000000e+02,2.364825782414463927e-24
7.237500000000000000e+02,1.751214771930186014e-24
7.240000000000000000e+02,1.138325428893582502e-24
7.242500000000000000e+02,2.418968158904359903e-24
7.245000000000000000e+02,8.890057827242771168e-25
7.247500000000000000e+02,2.762188923767398813e-24
7.250000000000000000e+02,1.198114747470295141e-24
7.252500000000000000e+02,9.934284135186300347e-25
7.255000000000000000e+02,2.048286798703322031e-24
7.257500000000000000e+02,7.107652287117986997e-25
7.260000000000000000e+02,1.354341963598174172e-24
7.262500000000000000e+02,2.138786543298828207e-24
7.265000000000000000e+02,2.476547852979677180e-24
7.267500000000000000e+02,1.272313399157020866e-24
7.270000000000000000e+02,1.050319477112437137e-24
7.272500000000000000e+02,2.305430545161101108e-24
7.275000000000000000e+02,2.622139565593435548e-24
7.277500000000000000e+02,1.378616148183189980e-24
7.280000000000000000e+02,8.101674131950651421e-25
7.282500000000000000e+02,1.167162361368589405e-24
7.285000000000000000e+02,1.467844154728315350e-24
7.287500000000000000e+02,1.727598933955970311e-24
7.290000000000000000e+02,2.108519442972680280e-24
7.292500000000000000e+02,2.816918006028434955e-24
7.295000000000000000e+02,2.724913939301471013e-24
7.297500000000000000e+02,1.367136793994305391e-24
7.300000000000000000e+02,1.284041289454921719e-24
7.302500000000000000e+02,1.797381560335777692e-24
7.305000000000000000e+02,2.671509471885981588e-24
7.307500000000000000e+02,2.343790743269863062e-24
7.310000000000000000e+02,1.162586330735294129e-24
7.312500000000000000e+02,8.510813945634121053e-25
7.315000000000000000e+02,2.232197254053603301e-25
7.317500000000000000e+02,1.697755901514085625e-24
7.320000000000000000e+02,1.940623154432091168e-24
7.322500000000000000e+02,6.218183855145645616e-25
7.325000000000000000e+02,1.759362740095481634e-24
7.327500000000000000e+02,3.540016672524934733e-24
7.330000000000000000e+02,3.584777225234165588e-24
7.332500000000000000e+02,2.626570924235075728e-24
7.335000000000000000e+02,1.620873783063204967e-24
7.337500000000000000e+02,2.953072217007605560e-24
7.340000000000000000e+02,8.708760209933590868e-25
7.342500000000000000e+02,2.115491349821565972e-24
7.345000000000000000e+02,1.076730224074420145e-24
7.347500000000000000e+02,1.391322674287958648e-24
7.350000000000000000e+02,1.959054190779240287e-24
7.352500000000000000e+02,2.113255380323098603e-24
7.355000000000000000e+02,1.205228014107756217e-24
7.357500000000000000e+02,5.547528179560807699e-25
7.360000000000000000e+02,1.356815604332686416e-24
7.362500000000000000e+02,5.802004516422616176e-25
7.365000000000000000e+02,1.182829476339606008e-24
7.367500000000000000e+02,1.873278238195233918e-24
7.370000000000000000e+02,1.101523047967798952e-24
7.372500000000000000e+02,2.790258929371666232e-24
7.375000000000000000e+02,3.298939252021393916e-24
7.377500000000000000e+02,2.601024508093213567e-24
7.380000000000000000e+02,1.225470300215140526e-24
7.382500000000000000e+02,2.495051675419376217e-25
7.385000000000000000e+02,2.106180443060651192e-24
7.387500000000000000e+02,3.566770011385825254e-24
7.390000000000000000e+02,3.487692869634514759e-24
7.392500000000000000e+02,1.974602742835292511e-24
7.395000000000000000e+02,1.113525741724402755e-24
7.397500000000000000e+02,1.133429345271738994e-24
7.400000000000000000e+02,9.119137463374394873e-25
7.402500000000000000e+02,1.363452547787044247e-25
7.405000000000000000e+02,1.002700272948727385e-24
7.407500000000000000e+02,1.411165669630095360e-24
7.410000000000000000e+02,8.514440795953224553e-25
7.412500000000000000e+02,2.668307766268160427e-24
7.415000000000000000e+02,3.116685317866926984e-24
7.417500000000000000e+02,2.824132738427363983e-24
7.420000000000000000e+02,2.723679259401618560e-24
7.422500000000000000e+02,1.888570802532464706e-24
7.425000000000000000e+02,1.941664891108628940e-24
7.427500000000000000e+02,2.736998709700391112e-24
7.430000000000000000e+02,2.464120108581408281e-24
7.432500000000000000e+02,1.738890712593051425e-24
7.435000000000000000e+02,7.136542242183580424e-25
7.437500000000000000e+02,1.622837223500227877e-24
7.440000000000000000e+02,1.392428877919068582e-24
7.442500000000000000e+02,7.696159509421879099e-25
7.445000000000000000e+02,2.141914271209535766e-24
7.447500000000000000e+02,2.246949090065777263e-24
7.450000000000000000e+02,2.888267580434885193e-24
7.452500000000000000e+02,2.294153782885534657e-24
7.455000000000000000e+02,2.125347372857134532e-25
7.457500000000000000e+02,1.264113851684085635e-24
7.460000000000000000e+02,1.639221105005923916e-24
7.462500000000000000e+02,5.909299021427598717e-25
7.465000000000000000e+02,3.201559150401229682e-24
7.467500000000000000e+02,4.140089313437721628e-24
7.470000000000000000e+02,2.789160173783141293e-24
7.472500000000000000e+02,1.974695148471999161e-24
7.475000000000000000e+02,2.189907835091356947e-24
7.477500000000000000e+02,1.322148327162741703e-24
7.480000000000000000e+02,1.104525998249836282e-24
7.482500000000000000e+02,3.397856771720781475e-25
7.485000000000000000e+02,2.595675737336138511e-24
7.487500000000000000e+02,3.764018475397921762e-24
7.490000000000000000e+02,2.510215555918092867e-24
7.492500000000000000e+02,1.795207863678950611e-24
7.495000000000000000e+02,5.130388117625976429e-25
7.497500000000000000e+02,1.160313929277324307e-24
7.500000000000000000e+02,1.246305085812323094e-24
7.502500000000000000e+02,1.187440282621975872e-24
7.505000000000000000e+02,4.284600919873070832e-25
7.507500000000000000e+02,1.219520547061466913e-24
7.510000000000000000e+02,1.501759099696472832e-24
7.512500000000000000e+02,1.303455117795789767e-24
7.515000000000000000e+02,2.662466116690158161e-25
7.517500000000000000e+02,1.713083314385627337e-25
7.520000000000000000e+02,1.146440969078305957e-24
7.522500000000000000e+02,2.480006575997412409e-24
7.525000000000000000e+02,2.292659070539173424e-24
7.527500000000000000e+02,1.067163111618843242e-24
7.530000000000000000e+02,4.483923428147655645e-25
7.532500000000000000e+02,1.101256787638083790e-24
7.535000000000000000e+02,1.543746786734558062e-24
7.537500000000000000e+02,1.946492509240592501e-24
7.540000000000000000e+02,1.577338054704727090e-24
7.542500000000000000e+02,3.705254444117155752e-25
7.545000000000000000e+02,1.057127405111395853e-24
7.547500000000000000e+02,1.428435779405211996e-24
7.550000000000000000e+02,8.021805690491443673e-25
7.552500000000000000e+02,4.508605648185464647e-25
7.555000000000000000e+02,4.785933843067656209e-25
7.557500000000000000e+02,5.240225032607539007e-25
7.560000000000000000e+02,9.092139901255867678e-25
7.562500000000000000e+02,1.564924864847492015e-24
7.565000000000000000e+02,2.840428152583705547e-24
7.567500000000000000e+02,2.758804288090007191e-24
7.570000000000000000e+02,1.778103366488093208e-24
7.572500000000000000e+02,1.194227360971517296e-24
7.575000000000000000e+02,2.860957255723119578e-24
7.577500000000000000e+02,1.951019758148018789e-24
7.580000000000000000e+02,8.503198612961554654e-25
7.582500000000000000e+02,1.285506594551081497e-24
7.585000000000000000e+02,4.486616577958829007e-25
7.587500000000000000e+02,1.343402294749416004e-24
7.590000000000000000e+02,1.463489332149322485e-24
7.592500000000000000e+02,1.843856954442448127e-24
7.595000000000000000e+02,1.265769765568528607e-24
7.597500000000000000e+02,4.989678761471083975e-25
7.600000000000000000e+02,1.882288980276074396e-24
7.602500000000000000e+02,2.349538908384772495e-24
7.605000000000000000e+02,8.653325367631592044e-25
7.607500000000000000e+02,1.166796815499901804e-24
7.610000000000000000e+02,4.132603261924785527e-25
7.612500000000000000e+02,1.628257727861257340e-24
7.615000000000000000e+02,2.544942629427759769e-24
7.617500000000000000e+02,3.818633633022141116e-24
7.620000000000000000e+02,3.897586440270771282e-24
7.622500000000000000e+02,2.201494382113159579e-24
7.625000000000000000e+02,1.563669366568623809e-24
7.627500000000000000e+02,5.934994516583992320e-25
7.630000000000000000e+02,1.259772757858983867e-24
7.632500000000000000e+02,1.379375514895209763e-24
7.635000000000000000e+02,9.047181789551364246e-25
7.637500000000000000e+02,1.086388743053196835e-24
7.640000000000000000e+02,1.878236039211157104e-24
7.642500000000000000e+02,3.354922320977346774e-24
7.645000000000000000e+02,2.447171738177741172e-24
7.647500000000000000e+02,8.948296464325665655e-25
7.650000000000000000e+02,1.345519612718485088e-24
7.652500000000000000e+02,1.371007210122090676e-24
7.655000000000000000e+02,1.605698272204462067e-24
7.657500000000000000e+02,1.809136551931793135e-24
7.660000000000000000e+02,1.737627077042082206e-24
7.662500000000000000e+02,8.919350363292175215e-25
7.665000000000000000e+02,7.173599541083647642e-25
7.667500000000000000e+02,9.035360652608452296e-25
7.670000000000000000e+02,4.239699750010848128e-25
7.672500000000000000e+02,2.294015613882865474e-24
7.675000000000000000e+02,2.651710930981070614e-24
7.677500000000000000e+02,2.018404824639439624e-24
7.680000000000000000e+02,2.760731913564024262e-24
7.682500000000000000e+02,2.457428549332953174e-24
7.685000000000000000e+02,1.225621938906338089e-24
7.687500000000000000e+02,5.819236493234628959e-25
7.690000000000000000e+02,2.345658103748539563e-25
7.692500000000000000e+02,1.482256657090860739e-24
7.695000000000000000e+02,4.516150738219633135e-25
7.697500000000000000e+02,1.329386345858231437e-24
7.700000000000000000e+02,1.488105024849358400e-24
7.702500000000000000e+02,6.352390681866782986e-25
7.705000000000000000e+02,1.293596310249357446e-24
7.707500000000000000e+02,1.682068185033875911e-24
7.710000000000000000e+02,2.121232730417192890e-24
7.712500000000000000e+02,2.606818417383796056e-24
7.715000000000000000e+02,2.763957096183789535e-24
7.717500000000000000e+02,2.575559036464623158e-24
7.720000000000000000e+02,1.087635880445815832e-24
7.722500000000000000e+02,1.206936218592956932e-24
7.725000000000000000e+02,1.718409532600732286e-24
7.727500000000000000e+02,1.206468478926284812e-24
7.730000000000000000e+02,2.839544098863255143e-24
7.732500000000000000e+02,2.438346720940012191e-24
7.735000000000000000e+02,1.692651091161598732e-24
7.737500000000000000e+02,1.984093518741606165e-24
7.740000000000000000e+02,8.925478839148463565e-25
7.742500000000000000e+02,2.392227867117355635e-25
7.745000000000000000e+02,2.577235284624278832e-25
7.747500000000000000e+02,1.142364022695722520e-24
7.750000000000000000e+02,1.570193587829013500e-24
7.752500000000000000e+02,2.273699736630960795e-24
7.755000000000000000e+02,3.198501517184887498e-24
7.757500000000000000e+02,2.894241490576207051e-24
7.760000000000000000e+02,2.386211487588246592e-24
7.762500000000000000e+02,2.093853138999782118e-24
7.765000000000000000e+02,1.341044201006396704e-24
7.767500000000000000e+02,1.377269687364916583e-24
7.770000000000000000e+02,1.337347297374484900e-24
7.772500000000000000e+02,7.650094967764452809e-25
7.775000000000000000e+02,7.242615953640445233e-25
7.777500000000000000e+02,1.308055620911373362e-24
7.780000000000000000e+02,2.255987498286824139e-24
7.782500000000000000e+02,1.890848738873910066e-24
7.785000000000000000e+02,2.163453065863887163e-24
7.787500000000000000e+02,1.579220931004043572e-24
7.790000000000000000e+02,1.335668068319789421e-24
7.792500000000000000e+02,8.691364913551254963e-25
7.795000000000000000e+02,1.842415265632115260e-24
7.797500000000000000e+02,1.776150499276403331e-24
7.800000000000000000e+02,1.458059445671698168e-24
7.802500000000000000e+02,2.465880949585415079e-24
7.805000000000000000e+02,2.708116714884505369e-24
7.807500000000000000e+02,1.823100494145634062e-24
7.810000000000000000e+02,2.372317144761933958e-24
7.812500000000000000e+02,1.852215219967151152e-24
7.815000000000000000e+02,8.649355226279935155e-25
7.817500000000000000e+02,1.600415768292658894e-24
7.820000000000000000e+02,2.563286185209404986e-24
7.822500000000000000e+02,1.538218786843396196e-24
7.825000000000000000e+02,1.222397286687093361e-25
7.827500000000000000e+02,6.001907872994122470e-25
7.830000000000000000e+02,6.144969579498369363e-25
7.832500000000000000e+02,3.042111537096852917e-25
7.835000000000000000e+02,1.089983239486912092e-24
7.837500000000000000e+02,3.172313969449879008e-25
7.840000000000000000e+02,8.704404627522438165e-25
7.842500000000000000e+02,1.195154545637161071e-24
7.845000000000000000e+02,1.935354106262526217e-24
7.847500000000000000e+02,1.768105781134191593e-24
