# Frequency (Hz), ASD (strain/sqrt(Hz))
9.145000000000000000e+02,2.768333718088303390e-24
9.147500000000000000e+02,2.905198100773522231e-24
9.150000000000000000e+02,2.361489431613623644e-24
9.152500000000000000e+02,2.620358787037564429e-24
9.155000000000000000e+02,4.152504331710075791e-25
9.157500000000000000e+02,1.212018737421221935e-24
9.160000000000000000e+02,1.105492162638321953e-24
9.162500000000000000e+02,1.316217726969801769e-24
9.165000000000000000e+02,7.302345461755581219e-25
9.167500000000000000e+02,7.971907501203980821e-25
9.170000000000000000e+02,2.731464614566474717e-25
9.172500000000000000e+02,5.097914254594964611e-25
9.175000000000000000e+02,4.518992652667965389e-25
9.177500000000000000e+02,2.937342936451378598e-25
9.180000000000000000e+02,3.761163079123852184e-25
9.182500000000000000e+02,5.762267614082724000e-25
9.185000000000000000e+02,1.667724982207034326e-24
9.187500000000000000e+02,1.907300169989423319e-24
9.190000000000000000e+02,1.198026180624110301e-24
9.192500000000000000e+02,1.544033274309465668e-24
9.195000000000000000e+02,1.162902190208611615e-24
9.197500000000000000e+02,2.752204054526585950e-24
9.200000000000000000e+02,2.374345503361098795e-24
9.202500000000000000e+02,2.674883327307653234e-25
9.205000000000000000e+02,1.557070956153790867e-24
9.207500000000000000e+02,1.307722341334279966e-24
9.210000000000000000e+02,2.394320219064810550e-24
9.212500000000000000e+02,1.461035160364061150e-24
9.215000000000000000e+02,8.848263968895175944e-25
9.217500000000000000e+02,2.060819872970832517e-24
9.220000000000000000e+02,1.637017484534858715e-24
9.222500000000000000e+02,1.108584828245557593e-24
9.225000000000000000e+02,4.645286324001646255e-25
9.227500000000000000e+02,1.132178578069310532e-24
9.230000000000000000e+02,7.813656522041818922e-25
9.232500000000000000e+02,1.285809434404543564e-24
9.235000000000000000e+02,1.174415618645951182e-24
9.237500000000000000e+02,1.186551842075299884e-24
9.240000000000000000e+02,4.629912451464570724e-25
9.242500000000000000e+02,1.686959324401067471e-24
9.245000000000000000e+02,8.673953972014930703e-25
9.247500000000000000e+02,4.495769926644815990e-25
9.250000000000000000e+02,1.236333636223045902e-24
9.252500000000000000e+02,1.722186725167163462e-24
9.255000000000000000e+02,2.693270117288934336e-24
9.257500000000000000e+02,3.097052939901119720e-24
9.260000000000000000e+02,1.835294412239395279e-24
9.262500000000000000e+02,3.055630353830589335e-24
9.265000000000000000e+02,2.819896952979442837e-24
9.267500000000000000e+02,8.326426182494819950e-25
9.270000000000000000e+02,9.061772703658487096e-25
9.272500000000000000e+02,5.560846228156155781e-25
9.275000000000000000e+02,3.362320919952742536e-24
9.277500000000000000e+02,1.297001265195453767e-24
9.280000000000000000e+02,1.211003933396470318e-24
9.282500000000000000e+02,1.366382300741067445e-24
9.285000000000000000e+02,1.156337659354531055e-24
9.287500000000000000e+02,8.351351189486450916e-25
9.290000000000000000e+02,1.198658081504170512e-24
9.292500000000000000e+02,1.998527529383836049e-24
9.295000000000000000e+02,1.970350977972401743e-24
9.297500000000000000e+02,2.100376725441396104e-24
9.300000000000000000e+02,8.632699938381710641e-25
9.302500000000000000e+02,1.231794742130212142e-24
9.305000000000000000e+02,1.235747977869292802e-24
9.307500000000000000e+02,1.683584521936935331e-24
9.310000000000000000e+02,2.302519030289414592e-24
9.312500000000000000e+02,6.509587697280376948e-25
9.315000000000000000e+02,6.004279228746444028e-25
9.317500000000000000e+02,2.048772627800960921e-24
9.320000000000000000e+02,1.246632357974055469e-24
9.322500000000000000e+02,1.147182206986441647e-24
9.325000000000000000e+02,1.469396085404660124e-24
9.327500000000000000e+02,8.045413998564833747e-25
9.330000000000000000e+02,8.649719862989861499e-25
9.332500000000000000e+02,1.308005982931072543e-24
9.335000000000000000e+02,1.007719016129802140e-24
9.337500000000000000e+02,8.077736277686230519e-25
9.340000000000000000e+02,1.185838363621249997e-24
9.342500000000000000e+02,1.424728534326704958e-24
9.345000000000000000e+02,1.380274362914680279e-24
9.347500000000000000e+02,9.536291956797441535e-25
9.350000000000000000e+02,1.278758670370257535e-24
9.352500000000000000e+02,1.165579864092811552e-24
9.355000000000000000e+02,1.548585028056193364e-24
9.357500000000000000e+02,2.099257442747305267e-24
9.360000000000000000e+02,1.970989788429545576e-24
9.362500000000000000e+02,7.709958419748896280e-25
9.365000000000000000e+02,1.365763521670767105e-24
9.367500000000000000e+02,1.632901531541275702e-24
9.370000000000000000e+02,9.205869335530863842e-25
9.372500000000000000e+02,3.351663874815976200e-25
9.375000000000000000e+02,7.843020370052584495e-25
9.377500000000000000e+02,2.479299907367911412e-24
9.380000000000000000e+02,2.846118951593516709e-24
9.382500000000000000e+02,1.280775335572517899e-24
9.385000000000000000e+02,1.123790247865716684e-24
9.387500000000000000e+02,1.513784436004528920e-24
9.390000000000000000e+02,1.913705538336205503e-24
9.392500000000000000e+02,1.623102839458868080e-24
9.395000000000000000e+02,3.734185862528705104e-25
9.397500000000000000e+02,1.170934062075793942e-24
9.400000000000000000e+02,2.243383796948362726e-24
9.402500000000000000e+02,2.288395792177406117e-24
9.405000000000000000e+02,2.133822045173060274e-24
9.407500000000000000e+02,8.285001131667380578e-25
9.410000000000000000e+02,7.013567598297330907e-25
9.412500000000000000e+02,1.168339043613557796e-24
9.415000000000000000e+02,1.838442148417781698e-24
9.417500000000000000e+02,1.416446653949818310e-24
9.420000000000000000e+02,6.095501648770755586e-25
9.422500000000000000e+02,1.623286528173196974e-24
9.425000000000000000e+02,1.333550286169058158e-24
9.427500000000000000e+02,3.137497068788904313e-25
9.430000000000000000e+02,1.016602005586304900e-24
9.432500000000000000e+02,1.484077414977033076e-24
9.435000000000000000e+02,1.179846817990744220e-24
9.437500000000000000e+02,5.453909191529617970e-25
9.440000000000000000e+02,1.117641631837701209e-24
9.442500000000000000e+02,1.821877216744973263e-24
9.445000000000000000e+02,1.616051118964388029e-24
9.447500000000000000e+02,6.857386940993995652e-25
9.450000000000000000e+02,1.311261740184528664e-24
9.452500000000000000e+02,9.083742119179830980e-25
9.455000000000000000e+02,4.177627692552698747e-25
9.457500000000000000e+02,1.021893297303482939e-24
9.460000000000000000e+02,1.234289576330990927e-24
9.462500000000000000e+02,1.006744990515017065e-24
9.465000000000000000e+02,7.802338492960953342e-26
9.467500000000000000e+02,9.029687550426710318e-25
9.470000000000000000e+02,1.299812738262526559e-24
9.472500000000000000e+02,1.329497039663658443e-24
9.475000000000000000e+02,1.353392488386124749e-24
9.477500000000000000e+02,7.434492501865143737e-25
9.480000000000000000e+02,4.254048104250561320e-25
9.482500000000000000e+02,1.505187099301637939e-24
9.485000000000000000e+02,1.472401279120320412e-24
9.487500000000000000e+02,4.222773029166031873e-25
9.490000000000000000e+02,4.260118764262131449e-25
9.492500000000000000e+02,4.180479940558200023e-25
9.495000000000000000e+02,5.142303065070326048e-25
9.497500000000000000e+02,1.831146212260396724e-25
9.500000000000000000e+02,3.676100613469963573e-25
9.502500000000000000e+02,1.241108861296831570e-24
9.505000000000000000e+02,1.621692196173868236e-24
9.507500000000000000e+02,1.248156904995074694e-24
9.510000000000000000e+02,5.310225829289118883e-25
9.512500000000000000e+02,6.671772769389911869e-25
9.515000000000000000e+02,1.111735480441301276e-24
9.517500000000000000e+02,1.113280092061920254e-24
9.520000000000000000e+02,7.658224504876385305e-25
9.522500000000000000e+02,1.387595236510151469e-24
9.525000000000000000e+02,9.843279221300817961e-25
9.527500000000000000e+02,4.710862484077614655e-25
9.530000000000000000e+02,3.674364800000712043e-25
9.532500000000000000e+02,8.483322466131866551e-25
9.535000000000000000e+02,1.719230909232848340e-24
9.537500000000000000e+02,9.250427225377067849e-25
9.540000000000000000e+02,9.273623506181276207e-25
9.542500000000000000e+02,1.216059050681652341e-24
9.545000000000000000e+02,1.820785122034200407e-24
9.547500000000000000e+02,1.675657859967379929e-24
9.550000000000000000e+02,1.368408463398499358e-24
9.552500000000000000e+02,2.057555493535758198e-24
9.555000000000000000e+02,1.390629560508141529e-24
9.557500000000000000e+02,2.035908990113165293e-25
9.560000000000000000e+02,8.427223420832359372e-25
9.562500000000000000e+02,7.808880440026028879e-25
9.565000000000000000e+02,5.449550034204766366e-25
9.567500000000000000e+02,2.081001890342086347e-24
9.570000000000000000e+02,1.995432814221419044e-24
9.572500000000000000e+02,6.009904966583364746e-25
9.575000000000000000e+02,1.905442814941273057e-24
9.577500000000000000e+02,8.406292739858885843e-25
9.580000000000000000e+02,1.079517238508645613e-24
9.582500000000000000e+02,7.450173083857434917e-25
9.585000000000000000e+02,1.073288795298766131e-24
9.587500000000000000e+02,1.419957894900020423e-24
9.590000000000000000e+02,1.396283093694428337e-24
9.592500000000000000e+02,6.977374347207492460e-25
9.595000000000000000e+02,3.242860646660261110e-25
9.597500000000000000e+02,7.723159664826272044e-25
9.600000000000000000e+02,1.201158468511471156e-24
9.602500000000000000e+02,2.448023053994265486e-24
9.605000000000000000e+02,2.189803773202501853e-24
9.607500000000000000e+02,1.422467098986530970e-24
9.610000000000000000e+02,1.645139575272196884e-24
9.612500000000000000e+02,2.023766047646685887e-24
9.615000000000000000e+02,1.008963834641111946e-24
9.617500000000000000e+02,1.208616025194441797e-24
9.620000000000000000e+02,1.349213238780326286e-24
9.622500000000000000e+02,1.947959321371320592e-24
9.625000000000000000e+02,2.172235136611827061e-24
9.627500000000000000e+02,1.760242303617165053e-24
9.630000000000000000e+02,8.093174662632672535e-25
9.632500000000000000e+02,1.369076847595911171e-25
9.635000000000000000e+02,4.032973783347045401e-25
9.637500000000000000e+02,1.177392674018006435e-25
9.640000000000000000e+02,1.736029008264027549e-25
9.642500000000000000e+02,7.969742906120353336e-25
9.645000000000000000e+02,8.879072904305253854e-25
9.647500000000000000e+02,1.351359744658597797e-24
9.650000000000000000e+02,1.946173745212920808e-24
9.652500000000000000e+02,1.119342610481073860e-24
9.655000000000000000e+02,6.317685666405747080e-25
9.657500000000000000e+02,5.498126168112141307e-25
9.660000000000000000e+02,5.849989607355284052e-25
9.662500000000000000e+02,1.075976605710556582e-25
9.665000000000000000e+02,9.500779786045158191e-25
9.667500000000000000e+02,1.096734740514737085e-24
9.670000000000000000e+02,4.032214713283658490e-25
9.672500000000000000e+02,8.666504656217237373e-25
9.675000000000000000e+02,9.650193115694688554e-25
9.677500000000000000e+02,8.041086235392284177e-25
9.680000000000000000e+02,6.572969800421243887e-25
9.682500000000000000e+02,1.625926882671840450e-25
9.685000000000000000e+02,1.170086006466537458e-24
9.687500000000000000e+02,2.077378733078350353e-24
9.690000000000000000e+02,2.453926632288597502e-24
9.692500000000000000e+02,2.015034648802547593e-24
9.695000000000000000e+02,5.737140000070059217e-25
9.697500000000000000e+02,1.656637022740622165e-25
9.700000000000000000e+02,3.873000736844727218e-25
9.702500000000000000e+02,8.490904302922296120e-25
9.705000000000000000e+02,1.380790489572874651e-24
9.707500000000000000e+02,8.842333169579389922e-25
9.710000000000000000e+02,6.031594080878561864e-25
9.712500000000000000e+02,1.605077031611115575e-25
9.715000000000000000e+02,5.450424201073527598e-25
9.717500000000000000e+02,3.182163132801028632e-25
9.720000000000000000e+02,4.187151837288765085e-25
9.722500000000000000e+02,1.587886518280557858e-24
9.725000000000000000e+02,1.271377097163438869e-24
9.727500000000000000e+02,1.111391630761960015e-24
9.730000000000000000e+02,4.372202855542540170e-25
9.732500000000000000e+02,6.196717122999114592e-25
9.735000000000000000e+02,1.097775585644217386e-24
9.737500000000000000e+02,1.197432838444364662e-24
9.740000000000000000e+02,1.695374751945952089e-24
9.742500000000000000e+02,9.807379049083037579e-25
9.745000000000000000e+02,3.821552566414729199e-25
9.747500000000000000e+02,5.597262297777131904e-25
9.750000000000000000e+02,4.718206485553624512e-25
9.752500000000000000e+02,1.491270954837235360e-24
9.755000000000000000e+02,1.303523938882859762e-24
9.757500000000000000e+02,5.414266930571268442e-25
9.760000000000000000e+02,8.063541863242451333e-25
9.762500000000000000e+02,9.173924363431400432e-25
9.765000000000000000e+02,6.310106643043684113e-25
9.767500000000000000e+02,8.739735295945969561e-25
9.770000000000000000e+02,1.046934907932880328e-24
9.772500000000000000e+02,6.560695455532465302e-25
9.775000000000000000e+02,2.958362598805253877e-25
9.777500000000000000e+02,4.562892305046413378e-25
9.780000000000000000e+02,9.866602712682868815e-25
9.782500000000000000e+02,6.815315091369204808e-25
9.785000000000000000e+02,6.397992244250603786e-25
9.787500000000000000e+02,1.341111626018606177e-24
9.790000000000000000e+02,6.097089163667755668e-25
9.792500000000000000e+02,8.157289963839213394e-25
9.795000000000000000e+02,1.122838244732414035e-24
9.797500000000000000e+02,3.728881564389910721e-25
9.800000000000000000e+02,1.040853365581653373e-24
9.802500000000000000e+02,1.592158252665509782e-24
9.805000000000000000e+02,2.617611046475221419e-24
9.807500000000000000e+02,2.069108244782583760e-24
9.810000000000000000e+02,1.019760974664285006e-24
9.812500000000000000e+02,1.360275289133972609e-24
9.815000000000000000e+02,4.668250736515931161e-25
9.817500000000000000e+02,3.628319246346207588e-25
9.820000000000000000e+02,6.279619397203189442e-25
9.822500000000000000e+02,3.917121549837257725e-25
9.825000000000000000e+02,4.542301318001154528e-25
9.827500000000000000e+02,1.050082179472487875e-24
9.830000000000000000e+02,1.160014797385617221e-24
9.832500000000000000e+02,1.895744922713757620e-24
9.835000000000000000e+02,1.920938957885851195e-24
9.837500000000000000e+02,6.632861367032333691e-25
9.840000000000000000e+02,3.998463295841719377e-25
9.842500000000000000e+02,7.526688273293510761e-25
9.845000000000000000e+02,1.249832280937910854e-24
9.847500000000000000e+02,1.419711120219466272e-24
9.850000000000000000e+02,9.600087527251092975e-25
9.852500000000000000e+02,7.998447958796771743e-25
9.855000000000000000e+02,4.330210401559625812e-25
9.857500000000000000e+02,4.138190417127018494e-25
9.860000000000000000e+02,1.207254866013792340e-24
9.862500000000000000e+02,1.424622791212972047e-24
9.865000000000000000e+02,1.004242414628626675e-24
9.867500000000000000e+02,9.741978603827518625e-25
9.870000000000000000e+02,7.520270095621953676e-25
9.872500000000000000e+02,8.469700310710106955e-25
9.875000000000000000e+02,7.938221954930303037e-25
9.877500000000000000e+02,3.215808697849587742e-25
9.880000000000000000e+02,4.834011509011822202e-25
9.882500000000000000e+02,1.457530355368221194e-24
9.885000000000000000e+02,2.128647007013594692e-24
9.887500000000000000e+02,1.335729922495570377e-24
9.890000000000000000e+02,1.138371031329108255e-24
9.892500000000000000e+02,1.088937351026241789e-24
9.895000000000000000e+02,1.265572564969674285e-24
9.897500000000000000e+02,8.185533982101273063e-25
9.900000000000000000e+02,1.214700087096806923e-24
9.902500000000000000e+02,8.225934382378861845e-25
9.905000000000000000e+02,9.340955900480567881e-25
9.907500000000000000e+02,7.965920115034179494e-25
9.910000000000000000e+02,4.011065743661221530e-25
9.912500000000000000e+02,6.958795369457740090e-25
9.915000000000000000e+02,9.492846133053886323e-25
9.917500000000000000e+02,5.133973866024109508e-25
9.920000000000000000e+02,1.022608403224431158e-24
9.922500000000000000e+02,1.170945138093588308e-24
9.925000000000000000e+02,2.485391380886660865e-25
9.927500000000000000e+02,3.625003690760601986e-25
9.930000000000000000e+02,8.008077747028807972e-25
9.932500000000000000e+02,8.689247311710162369e-25
9.935000000000000000e+02,7.414535001439103087e-25
9.937500000000000000e+02,8.734605181054015081e-25
9.940000000000000000e+02,1.427494268826723808e-24
9.942500000000000000e+02,9.840087087768615277e-25
9.945000000000000000e+02,4.971084848649925729e-25
9.947500000000000000e+02,1.116947569155148410e-24
9.950000000000000000e+02,9.765336029215275123e-25
9.952500000000000000e+02,1.311573614575717276e-24
9.955000000000000000e+02,1.248259955141689468e-24
9.957500000000000000e+02,3.296975951253488925e-25
9.960000000000000000e+02,9.481956780057420511e-25
9.962500000000000000e+02,8.018557771340411897e-25
9.965000000000000000e+02,9.517493167863955336e-26
9.967500000000000000e+02,4.221322893750194009e-25
9.970000000000000000e+02,8.500780236824278342e-25
9.972500000000000000e+02,9.246657534104711125e-25
9.975000000000000000e+02,5.322592043402811496e-25
9.977500000000000000e+02,5.038496133650052226e-25
9.980000000000000000e+02,3.896205525382863033e-25
9.982500000000000000e+02,1.319263776252132641e-24
9.985000000000000000e+02,2.388609905510688111e-24
9.987500000000000000e+02,1.197496635403442346e-24
9.990000000000000000e+02,7.072441802482438404e-25
9.992500000000000000e+02,1.333204702228117215e-24
9.995000000000000000e+02,1.613344955219201730e-24
9.997500000000000000e+02,1.083938742653243292e-24
1.000000000000000000e+03,5.796936451032125522e-25
1.000250000000000000e+03,8.901669848771725207e-25
1.000500000000000000e+03,1.000780624303112594e-24
1.000750000000000000e+03,6.216932505559956730e-25
1.001000000000000000e+03,4.319073322244920748e-25
1.001250000000000000e+03,1.032326758666406199e-24
1.001500000000000000e+03,1.152382523369474969e-24
1.001750000000000000e+03,1.363498514931223024e-24
1.002000000000000000e+03,1.567413928550439600e-24
1.002250000000000000e+03,5.757669699359711903e-25
1.002500000000000000e+03,8.587132197776598621e-25
1.002750000000000000e+03,1.517607545859507494e-24
1.003000000000000000e+03,7.028443060550475520e-25
1.003250000000000000e+03,1.241088520899801695e-24
1.003500000000000000e+03,2.240627864108102924e-24
1.003750000000000000e+03,1.641702072950757469e-24
1.004000000000000000e+03,4.588539670598765545e-25
1.004250000000000000e+03,1.534299187443252977e-24
1.004500000000000000e+03,1.591687984513405003e-24
1.004750000000000000e+03,1.035537311621112213e-24
1.005000000000000000e+03,1.577229240598167087e-24
1.005250000000000000e+03,6.906303339583004359e-25
1.005500000000000000e+03,2.227862848548325632e-24
1.005750000000000000e+03,1.919208172935334384e-24
1.006000000000000000e+03,3.356821642960374625e-25
1.006250000000000000e+03,1.955809832603780511e-24
1.006500000000000000e+03,2.408369070205995964e-24
1.006750000000000000e+03,1.643958891767759754e-24
1.007000000000000000e+03,2.683634102951439126e-25
1.007250000000000000e+03,5.712343029082921316e-25
1.007500000000000000e+03,1.079316783791835277e-24
1.007750000000000000e+03,9.628153823319262706e-25
1.008000000000000000e+03,1.882515894508436208e-24
1.008250000000000000e+03,1.279568330179221875e-25
1.008500000000000000e+03,3.107347783308831619e-25
1.008750000000000000e+03,2.221657227534238067e-25
1.009000000000000000e+03,8.009648960947558529e-25
1.009250000000000000e+03,4.293616105328737947e-25
1.009500000000000000e+03,2.027787256786939540e-24
1.009750000000000000e+03,1.362583014328890150e-24
1.010000000000000000e+03,4.435355847623723582e-25
1.010250000000000000e+03,5.444862779629804378e-25
1.010500000000000000e+03,8.561591451617446579e-25
1.010750000000000000e+03,2.631163062249395939e-24
1.011000000000000000e+03,2.752499688689990891e-24
1.011250000000000000e+03,1.364112409600749708e-24
1.011500000000000000e+03,7.122613931510619500e-25
1.011750000000000000e+03,1.100870601828695649e-24
1.012000000000000000e+03,1.598697668538830339e-24
1.012250000000000000e+03,6.439454931685864107e-25
1.012500000000000000e+03,3.969588911919978409e-25
1.012750000000000000e+03,1.365849552248452538e-24
1.013000000000000000e+03,1.572347371778342872e-24
1.013250000000000000e+03,7.183348689947842522e-25
1.013500000000000000e+03,1.789952466301082660e-25
1.013750000000000000e+03,1.817610113797344107e-25
1.014000000000000000e+03,9.570471069025459224e-25
1.014250000000000000e+03,8.510863654374609301e-25
1.014500000000000000e+03,6.833965235960451573e-25
1.014750000000000000e+03,9.685456701115639835e-25
1.015000000000000000e+03,1.090676573461014631e-24
1.015250000000000000e+03,1.097833979639651931e-24
1.015500000000000000e+03,8.556654774363116717e-25
1.015750000000000000e+03,4.490041226154136121e-25
1.016000000000000000e+03,6.438493954684024702e-25
1.016250000000000000e+03,8.777366860746268439e-25
1.016500000000000000e+03,1.264347436817841897e-24
1.016750000000000000e+03,7.240995514140512257e-25
1.017000000000000000e+03,3.182604617554464294e-25
1.017250000000000000e+03,1.047033673533432834e-24
1.017500000000000000e+03,1.214197737245180342e-24
1.017750000000000000e+03,1.149083306334190994e-24
1.018000000000000000e+03,2.986852317911704733e-25
1.018250000000000000e+03,9.369736543966668843e-25
1.018500000000000000e+03,1.747256231452404019e-24
1.018750000000000000e+03,8.186769978074784584e-25
1.019000000000000000e+03,8.766314007606982851e-25
1.019250000000000000e+03,3.878889369304386454e-25
1.019500000000000000e+03,2.301608886417003254e-25
1.019750000000000000e+03,1.543414512613838761e-24
1.020000000000000000e+03,1.856579707062538725e-24
1.020250000000000000e+03,1.383084970576493530e-24
1.020500000000000000e+03,2.018716295066670505e-24
1.020750000000000000e+03,1.536154750571600673e-24
1.021000000000000000e+03,9.524448819419417811e-25
1.021250000000000000e+03,2.153986100853851181e-24
1.021500000000000000e+03,1.831412890378324223e-24
1.021750000000000000e+03,1.020591697836762793e-24
1.022000000000000000e+03,5.938402527269291082e-25
1.022250000000000000e+03,7.345660852742226565e-25
1.022500000000000000e+03,1.193901936879987074e-24
1.022750000000000000e+03,8.441288928529999023e-25
1.023000000000000000e+03,6.634840525138478411e-25
1.023250000000000000e+03,7.792852902870354246e-25
1.023500000000000000e+03,6.142837246188321342e-25
1.023750000000000000e+03,5.788134002204970682e-25
1.024000000000000000e+03,2.969008728481551998e-25
1.024250000000000000e+03,1.049240519720509071e-24
1.024500000000000000e+03,1.194373128996545169e-24
1.024750000000000000e+03,4.275856295500690442e-25
1.025000000000000000e+03,7.834586330132898117e-25
1.025250000000000000e+03,1.247750298674726417e-24
1.025500000000000000e+03,1.241991520017895742e-24
1.025750000000000000e+03,1.628724433032798078e-24
1.026000000000000000e+03,1.748795036028655865e-24
1.026250000000000000e+03,5.078666522758342387e-25
1.026500000000000000e+03,1.057409430626908709e-24
1.026750000000000000e+03,1.573683011625399391e-24
1.027000000000000000e+03,1.217135767124877202e-24
1.027250000000000000e+03,1.787306751362963565e-24
1.027500000000000000e+03,1.793875785907107261e-24
1.027750000000000000e+03,1.228654586119781060e-24
1.028000000000000000e+03,1.741086884094677111e-24
1.028250000000000000e+03,1.666643213230254591e-24
1.028500000000000000e+03,5.418634421116349494e-25
1.028750000000000000e+03,1.112381102398055816e-24
1.029000000000000000e+03,7.652431599880324171e-25
1.029250000000000000e+03,4.314771105607416571e-25
1.029500000000000000e+03,6.166816749879806093e-25
1.029750000000000000e+03,5.164922444424569844e-25
1.030000000000000000e+03,3.083490977912270421e-25
1.030250000000000000e+03,3.538441751969893115e-25
1.030500000000000000e+03,6.655021346270736314e-25
1.030750000000000000e+03,9.873908393936226555e-25
1.031000000000000000e+03,1.146944316749039019e-24
1.031250000000000000e+03,7.268294196075353633e-25
1.031500000000000000e+03,9.562838918897624489e-26
1.031750000000000000e+03,1.135511597190999296e-24
1.032000000000000000e+03,1.465680823718504390e-24
1.032250000000000000e+03,1.027047824336904053e-24
1.032500000000000000e+03,2.929383801463333290e-25
1.032750000000000000e+03,1.540919043017018282e-24
1.033000000000000000e+03,1.815269921610245835e-24
1.033250000000000000e+03,2.272233437798474780e-24
1.033500000000000000e+03,2.364230788321189572e-24
1.033750000000000000e+03,1.900759288725198843e-24
1.034000000000000000e+03,1.264393239154957623e-24
1.034250000000000000e+03,8.365221609726585977e-25
1.034500000000000000e+03,8.912724640392229991e-25
1.034750000000000000e+03,9.734756846778810123e-25
1.035000000000000000e+03,1.218590675770466351e-24
1.035250000000000000e+03,6.664105556033943128e-25
1.035500000000000000e+03,7.503270586074766700e-25
1.035750000000000000e+03,1.044392881833505881e-24
1.036000000000000000e+03,1.369807289265625007e-24
1.036250000000000000e+03,1.057558734263070943e-24
1.036500000000000000e+03,4.623179994158715368e-25
1.036750000000000000e+03,7.575253250008607665e-25
1.037000000000000000e+03,4.544496991924321603e-25
1.037250000000000000e+03,1.304657098476017661e-24
1.037500000000000000e+03,7.498434118482517779e-25
1.037750000000000000e+03,1.872009644596241183e-25
1.038000000000000000e+03,6.242757684543162656e-25
1.038250000000000000e+03,5.952282892677271223e-25
1.038500000000000000e+03,1.034178208571449702e-24
1.038750000000000000e+03,1.654211822584173979e-24
1.039000000000000000e+03,1.248014331919652645e-24
1.039250000000000000e+03,3.045406899447375031e-25
1.039500000000000000e+03,1.248388715168827254e-24
1.039750000000000000e+03,2.069529245654359493e-24
1.040000000000000000e+03,1.564087311499580901e-24
1.040250000000000000e+03,9.497428938484140437e-25
1.040500000000000000e+03,1.100276713148992136e-24
1.040750000000000000e+03,4.671631542400453872e-25
1.041000000000000000e+03,1.580370360338318152e-24
1.041250000000000000e+03,1.376728246099659421e-24
1.041500000000000000e+03,1.529186749973202892e-24
1.041750000000000000e+03,9.805141583269269311e-25
1.042000000000000000e+03,3.184177397942769178e-25
1.042250000000000000e+03,9.843631311169223739e-25
1.042500000000000000e+03,1.219935720063517110e-24
1.042750000000000000e+03,1.113362747847325959e-24
1.043000000000000000e+03,2.027889467569749014e-24
1.043250000000000000e+03,1.879432922654103040e-24
1.043500000000000000e+03,1.927123691508585751e-24
1.043750000000000000e+03,1.148096872855217592e-24
1.044000000000000000e+03,1.412324953804942767e-24
1.044250000000000000e+03,8.960268374874187826e-25
1.044500000000000000e+03,5.800577177333316633e-25
1.044750000000000000e+03,2.006979781699113226e-24
1.045000000000000000e+03,1.682794767712006041e-24
1.045250000000000000e+03,2.921683866386083203e-25
1.045500000000000000e+03,5.409685984312077831e-25
1.045750000000000000e+03,5.052100760083597276e-25
1.046000000000000000e+03,3.881938253366316996e-25
1.046250000000000000e+03,1.294856185813151485e-24
1.046500000000000000e+03,1.629795411954372417e-24
1.046750000000000000e+03,2.946384227243607554e-24
1.047000000000000000e+03,1.762086233063161836e-24
1.047250000000000000e+03,2.516739424199151306e-24
1.047500000000000000e+03,4.156694603126796311e-25
1.047750000000000000e+03,5.265391701917100316e-25
1.048000000000000000e+03,1.963009968100474094e-25
1.048250000000000000e+03,6.338354320783568641e-25
1.048500000000000000e+03,1.394924481291158110e-24
1.048750000000000000e+03,7.577333352089767901e-25
1.049000000000000000e+03,7.359062385657018829e-25
1.049250000000000000e+03,8.101233673743007361e-25
1.049500000000000000e+03,4.550983364162105702e-25
1.049750000000000000e+03,4.432977579719944632e-25
1.050000000000000000e+03,4.818456922379720260e-25
1.050250000000000000e+03,4.365123766245432810e-25
1.050500000000000000e+03,1.177613676144080099e-24
1.050750000000000000e+03,1.458661733941772908e-24
1.051000000000000000e+03,1.486313822199597892e-24
1.051250000000000000e+03,1.236958851995234461e-24
1.051500000000000000e+03,1.013564026876971719e-24
1.051750000000000000e+03,1.536702432642271413e-24
1.052000000000000000e+03,1.278337483257909161e-24
1.052250000000000000e+03,9.149757327626239808e-25
1.052500000000000000e+03,1.432202076189407639e-24
1.052750000000000000e+03,7.233908882607829600e-25
1.053000000000000000e+03,1.617091989132115285e-24
1.053250000000000000e+03,1.171349077246672417e-24
1.053500000000000000e+03,1.318552066243416317e-24
1.053750000000000000e+03,1.506380986541074711e-24
1.054000000000000000e+03,1.200684528598961943e-24
1.054250000000000000e+03,4.768893549782235305e-25
1.054500000000000000e+03,2.237197191356442472e-25
1.054750000000000000e+03,8.868264849717431202e-25
1.055000000000000000e+03,8.821178690471606016e-25
1.055250000000000000e+03,1.200151190251631661e-24
1.055500000000000000e+03,1.137350898695297249e-24
1.055750000000000000e+03,3.940919902608465609e-25
1.056000000000000000e+03,3.326581995098526227e-25
1.056250000000000000e+03,1.131280227900176144e-24
1.056500000000000000e+03,1.831049333563566119e-24
1.056750000000000000e+03,1.484368913413449953e-24
1.057000000000000000e+03,3.410547386660352278e-25
1.057250000000000000e+03,7.503457147312134422e-25
1.057500000000000000e+03,3.468952722059566640e-25
1.057750000000000000e+03,1.189087787824783124e-24
1.058000000000000000e+03,1.899386553388616044e-25
1.058250000000000000e+03,5.271487181031046126e-25
1.058500000000000000e+03,8.306457033365162971e-25
1.058750000000000000e+03,1.143808130801136923e-24
1.059000000000000000e+03,1.347195688472784901e-24
1.059250000000000000e+03,1.200807309978746771e-24
1.059500000000000000e+03,5.307481481650393462e-25
1.059750000000000000e+03,1.931078719734728986e-25
